Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
busto_rz_Link,"-7,08042820760759E-06","0,319417381127728","0,00430747877918096",0,0,0,"42,2207301568567","1,30999404753053","-9,29927456062665E-06","-1,1505750971957E-05","0,609099091757231","-0,00512165621586603","1,66563031781146",0,0,0,0,0,0,package://umanoa/meshes/busto_rz_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/busto_rz_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Trunk2_smaller ArtM.STEP-1,s_bacino,a_bacino_z,colon_rz,revolute,0,0,0,0,0,0,busto_ry_Link,0,0,1,0,0,"-0,43","0,43",,,,,,,,
testa_rx_Link,"-0,00423147294842886","0,0848121292380327","0,00515202083844834",0,0,0,"9,49924466069704","0,062443092887276","-1,16854354981302E-05","-1,14673476590139E-05","0,0284227874057343","-0,00300477635944292","0,0597830390677052",0,0,0,0,0,0,package://umanoa/meshes/testa_rx_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/testa_rx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EarFromGrabCad3_mirroredcc.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EyeBallWithLids.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Ear Create2 ASM.STEP.STEP-1/EarFromGrabCad3.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EllipticalStartControl7.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1/EyeBallOnlyforRotatingASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1/BottomEyeLidRotating.STEP.STEP-1,s_collo,a_collo_x,collo_rx,revolute,0,"0,635",0,0,0,0,busto_rz_Link,1,0,0,0,0,"-1,05","0,57",,,,,,,,
testa_ry_Link,"-0,00423147294842886","0,0848121292380327","0,00515202083844834",0,0,0,"9,49924466069704","0,062443092887276","-1,16854354981299E-05","-1,14673476590141E-05","0,0284227874057343","-0,00300477635944292","0,0597830390677052",0,0,0,0,0,0,package://umanoa/meshes/testa_ry_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/testa_ry_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EarFromGrabCad3_mirroredcc.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EyeBallWithLids.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Ear Create2 ASM.STEP.STEP-1/EarFromGrabCad3.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1/TopEyeLidRotating.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1/BottomEyeLidRotating.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1/EyeBallOnlyforRotatingASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EllipticalStartControl7.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1/EyeBallOnlyforRotatingASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1/BottomEyeLidRotating.STEP.STEP-1,s_collo,a_collo_y,collo_ry,revolute,0,0,0,0,0,0,testa_rx_Link,0,-1,0,0,0,"-1,4","1,4",,,,,,,,
testa_rz_Link,"-0,0042994764407131","0,084903449003125","0,00528561556827116",0,0,0,"9,51616308063526","0,0624442133084464","-1,16854366186225E-05","-1,14673484552627E-05","0,0284241810054554","-0,00300483893482992","0,059784165007599",0,0,0,0,0,0,package://umanoa/meshes/testa_rz_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/testa_rz_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EarFromGrabCad3_mirroredcc.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EyeBallWithLids.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Ear Create2 ASM.STEP.STEP-1/EarFromGrabCad3.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EllipticalStartControl7.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1,s_collo,a_collo_z,collo_rz,revolute,0,0,0,0,0,0,testa_ry_Link,0,0,-1,0,0,"-0,78","0,78",,,,,,,,
testa_Link,"-0,0042994764407131","0,084903449003125","0,00528561556827116",0,0,0,"9,51616308063527","0,0624442133084464","-1,16854366186223E-05","-1,14673484552624E-05","0,0284241810054554","-0,00300483893482992","0,059784165007599",0,0,0,0,0,0,package://umanoa/meshes/testa_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/testa_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EarFromGrabCad3_mirroredcc.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EyeBallWithLids.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Ear Create2 ASM.STEP.STEP-1/EarFromGrabCad3.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/EllipticalStartControl7.STEP.STEP-1;Articulating Man Complete ASMstp.STEP-1/Face_Verr7withEyeBallsASMstp.STEP-1/Face_Verr7withEyeBallsASM.STEP.STEP-1/Eye Ball Rotating ASM-1.STEP.STEP-1,s_collo,,collo,fixed,0,0,0,0,0,0,testa_rz_Link,0,0,0,,,,,,,,,,,,
bicipite_dx_Link,"-0,134925496806097","-0,0340848452073823","0,00910309159813259",0,0,0,"4,37432831162481","0,0323903616181337","-0,0116044812374463","0,0138304659353632","0,0370064257784088","0,0114099590316461","0,0344002508376811",0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Humerus-Biceps.STEP-1,s_spalla_dx,,spalla_dx,fixed,"-0,15132","0,47482","0,00064832",0,0,0,busto_rz_Link,0,0,0,,,,,,,,,,,,
bicipite_dx_rx_Link,"-0,134925496806097","-0,0340848452073823","0,00910309159813259",0,0,0,"4,37432831162481","0,0323903616181337","-0,0116044812374463","0,0138304659353632","0,0370064257784088","0,0114099590316461","0,0344002508376811",0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_rx_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_rx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Humerus-Biceps.STEP-1,s_spalla_dx,a_spalla_dx_x,spalla_dx_rx,revolute,0,0,0,0,0,0,bicipite_dx_Link,-1,0,0,0,0,"-1,05","1,57",,,,,,,,
bicipite_dx_ry_Link,"-0,134925496806097","-0,0340848452073823","0,00910309159813259",0,0,0,"4,37432831162481","0,0323903616181337","-0,0116044812374463","0,0138304659353632","0,0370064257784088","0,0114099590316461","0,0344002508376811",0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_ry_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_ry_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Humerus-Biceps.STEP-1,s_spalla_dx,a_spalla_dx_y,spalla_dx_ry,revolute,0,0,0,0,0,0,bicipite_dx_rx_Link,0,1,0,0,0,"-1,57","1,4",,,,,,,,
bicipite_dx_rz_Link,"-0,134925496806097","-0,0340848452073823","0,00910309159813259",0,0,0,"4,37432831162481","0,0323903616181337","-0,0116044812374463","0,0138304659353632","0,0370064257784088","0,0114099590316461","0,0344002508376811",0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_rz_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/bicipite_dx_rz_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Humerus-Biceps.STEP-1,s_spalla_dx,a_spalla_dx_z,spalla_dx_rz,revolute,0,0,0,0,0,0,bicipite_dx_ry_Link,0,0,-1,0,0,"-0,87","2,62",,,,,,,,
avambraccio_dx_rx_Link,"0,00640171203686074","0,115378456843917","0,0174186456140455",0,0,0,"2,47455958799397","0,0220323949428965","0,00109799054244726","0,000332235534721599","0,00617156761844111","-0,00693311292457083","0,0188046728069392",0,0,0,0,0,0,package://umanoa/meshes/avambraccio_dx_rx_Link.STL,1,1,1,1,0,0,0,0,0,0,package://umanoa/meshes/avambraccio_dx_rx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/ForeArm ArtM.STEP-1,s_gomito_dx,a_gomito_dx,gomito_dx_rx,revolute,"-0,26746","-0,15599","0,14561",0,0,0,bicipite_dx_rz_Link,-1,0,0,0,0,"-1,05","1,57",,,,,,,,
mano_dx_rx_Link,"-0,0862287148213655","0,0519480038617924","0,0548049144750927",0,0,0,"1,09693295932978","0,00108659967519784","0,000358634269185419","0,000396636173161562","0,00194646759127748","-0,000243365223583501","0,00149061906997174",0,0,0,0,0,0,package://umanoa/meshes/mano_dx_rx_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/mano_dx_rx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/MiddleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 2st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 3rd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Right Hand Base ArtM.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-1,s_polso_dx,a_polso_dx_x,polso_dx_rx,revolute,"0,00095467","0,28215","0,085973",0,0,0,avambraccio_dx_rx_Link,-1,0,0,0,0,"-1,05","1,04",,,,,,,,
mano_dx_ry_Link,"-0,0862287148213655","0,0519480038617924","0,0548049144750927",0,0,0,"1,09693295932978","0,00108659967519784","0,000358634269185419","0,000396636173161562","0,00194646759127748","-0,000243365223583501","0,00149061906997174",0,0,0,0,0,0,package://umanoa/meshes/mano_dx_ry_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/mano_dx_ry_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 2nd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/MiddleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 2st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 3rd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Right Hand Base ArtM.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-1,s_polso_dx,a_polso_dx_y,polso_dx_ry,revolute,0,0,0,0,0,0,mano_dx_rx_Link,0,1,0,0,0,"-1,05","1,05",,,,,,,,
mano_dx_rz_Link,"-0,0862287148213654","0,0519480038617923","0,0548049144750927",0,0,0,"1,09693295932978","0,00108659967519784","0,000358634269185419","0,000396636173161562","0,00194646759127748","-0,000243365223583501","0,00149061906997174",0,0,0,0,0,0,package://umanoa/meshes/mano_dx_rz_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/mano_dx_rz_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 2nd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/MiddleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 2st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 3rd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Right Hand Base ArtM.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-1,s_polso_dx,a_polso_dx_z,polso_dx_rz,revolute,0,0,0,0,0,0,mano_dx_ry_Link,0,"0,0042356","0,99999",0,0,"-1,4","1,4",,,,,,,,
mano_dx_Link,"-0,0862287148213654","0,0519480038617923","0,0548049144750927",0,0,0,"1,09693295932978","0,00108659967519784","0,000358634269185419","0,000396636173161562","0,00194646759127748","-0,000243365223583501","0,00149061906997174",0,0,0,0,0,0,package://umanoa/meshes/mano_dx_Link.STL,"0,752941176470588","0,752941176470588","0,752941176470588",1,0,0,0,0,0,0,package://umanoa/meshes/mano_dx_Link.STL,,Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 2nd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/LittleFinger ArrtM ASM-1.STEP-1/LittleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-3.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/IndexFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/MiddlelFinger ArrtM ASM-1.STEP-1/MiddleFinger 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 2st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 3rd Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Thumb ArtM Asm-1.STEP-1/Thumb 1st Joint.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/Right Hand Base ArtM.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/Index FingerNailt.STEP-1;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-2;Articulating Man Complete ASMstp.STEP-1/Right Arm ArtM ASM.STEP-1/Right Hand ArtM ASM.STEP-1/IndexFinger ArrtM ASM-2.STEP-1/IndexFinger 1st Joint.STEP-1,s_polso_dx,,polso-dx,fixed,0,0,0,0,0,0,mano_dx_rz_Link,0,0,0,,,,,,,,,,,,
